# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YDL019C	chrIV	417663	421514	-	3852	4037	4096	2156	2016	2603	2348	2599	2263	2810	2488	2495	3120
YDL018C	chrIV	422833	423510	-	678	553	569	170	179	284	210	214	197	351	263	184	230
YDL017W	chrIV	424209	425732	+	1524	417	443	499	454	337	255	664	555	350	325	585	792
YDL016C	chrIV	425570	425872	-	303	76	77	77	61	75	52	84	56	92	75	50	85
YDL015C	chrIV	426002	426934	-	933	1715	1678	1728	1692	1696	1520	2398	1754	2064	1897	1779	2535
YDL014W	chrIV	427364	428347	+	984	7169	8045	6278	5486	10092	8619	7458	6472	14889	13430	6291	8693
YDL013W	chrIV	429067	430926	+	1860	1533	1720	1083	1057	1505	1280	1405	1241	1468	1389	1272	1723
YDL012C	chrIV;chrIV	431108;431473	431386;431517	-;-	324	920	996	1265	1113	830	878	1309	1082	1030	797	1211	1525
YDL011C	chrIV	432308	432631	-	324	1	2	1	0	5	0	2	2	2	2	1	0
YDL010W	chrIV	432330	433025	+	696	561	565	223	256	298	223	284	247	326	329	298	380
YDL009C	chrIV	432925	433248	-	324	186	185	72	63	105	78	69	60	134	115	62	88
YDL008W	chrIV	433497	433994	+	498	295	320	507	520	256	238	748	510	360	294	609	831
tT(AGU)D	chrIV	434264	434336	-	73	2	5	1	1	1	2	1	0	3	6	0	2
YDL007C-A	chrIV	436567	436824	-	258	4	5	3	0	5	1	0	0	0	2	0	0
tS(AGA)D1	chrIV	437772	437853	+	82	3	2	0	0	2	2	0	1	2	1	1	1
YDL007W	chrIV	438047	439360	+	1314	6989	7360	8663	8646	4190	3905	9929	8319	4703	4045	9130	11484
YDL006W	chrIV	439909	440754	+	846	430	468	423	425	357	337	668	478	412	375	539	674
YDL005C	chrIV	441014	442309	-	1296	1435	1685	1521	1549	1668	1376	2111	1724	1818	1743	1959	2475
YDL004W	chrIV	443029	443511	+	483	2048	2240	2873	2678	2533	2184	3430	2787	4111	3402	2838	3760
YDL003W	chrIV	444683	446383	+	1701	3085	3173	3661	3725	1317	1072	4919	3931	1726	1568	4020	5437
YDL002C	chrIV	446967	447578	-	612	596	670	493	511	773	634	748	602	728	763	620	824
YDL001W	chrIV	447984	449276	+	1293	625	647	309	304	720	632	387	363	731	645	355	470
YDR001C	chrIV	450220	452475	-	2256	7609	7803	5685	5603	5977	5109	7207	5824	5194	4559	6240	8708
YDR002W	chrIV	453045	453650	+	606	4262	4825	5950	6001	5240	5047	7223	6032	8275	6570	6405	7713
YDR003W	chrIV	454122	454754	+	633	1061	1160	586	602	950	922	950	696	734	792	842	1179
YDR003W-A	chrIV	454782	454904	+	123	191	241	144	135	208	151	225	158	145	135	153	223
YDR004W	chrIV	455201	456583	+	1383	1486	1464	504	467	874	811	655	545	777	819	549	822
YDR005C	chrIV;chrIV	456836;458098	458017;458103	-;-	1188	437	460	583	568	385	317	815	575	449	446	553	876
YDR006C	chrIV	458542	461247	-	2706	1905	1984	1933	1909	2110	1752	2600	2191	2389	1912	2278	3061
YDR007W	chrIV	461842	462516	+	675	209	246	96	91	168	177	114	110	154	167	86	168
YDR008C	chrIV	462252	462602	-	351	3	2	0	0	4	5	0	0	1	0	0	3
YDR009W	chrIV	463434	464996	+	1563	116	140	52	52	98	86	69	56	100	99	79	69
YDR010C	chrIV	465051	465383	-	333	52	41	5	6	32	25	8	4	39	39	3	6
YDR011W	chrIV	465919	470424	+	4506	4012	4148	4444	4359	3554	4043	5766	4645	3027	2704	4500	6062
YDR012W	chrIV	471853	472941	+	1089	8676	9892	3372	3362	10879	10116	4525	3512	15756	12139	3918	5172
YDR013W	chrIV	473157	473783	+	627	255	261	188	160	192	189	280	161	235	194	182	272
YDR014W	chrIV	474046	475989	+	1944	343	373	252	284	292	217	375	285	288	259	309	419
YDR014W-A	chrIV	477797	478285	+	489	29	25	8	16	19	15	24	15	15	19	21	21
YDR015C	chrIV	477960	478199	-	240	0	0	0	0	0	0	0	0	0	0	0	0
YDR016C	chrIV	478474	478758	-	285	145	181	187	195	149	151	257	184	151	130	188	254
YDR017C	chrIV	479115	482267	-	3153	1593	1642	987	1008	1329	1127	1503	1260	1629	1546	1204	1654
YDR018C	chrIV	482670	483860	-	1191	149	134	33	38	115	109	44	47	107	115	57	80
YDR019C	chrIV	484163	485365	-	1203	6095	6450	1458	1397	1147	1044	1893	1407	1004	892	1429	1947
YDR020C	chrIV	485746	486444	-	699	252	276	162	129	316	253	210	122	348	325	154	216
YDR021W	chrIV	486804	488003	+	1200	284	289	868	893	473	374	1270	943	555	522	959	1414
YDR022C	chrIV	488072	488662	-	591	182	197	259	252	166	151	388	313	164	148	299	395
tV(UAC)D	chrIV	488797	488870	-	74	11	5	2	1	6	7	3	1	10	3	0	0
YDR023W	chrIV	489508	490896	+	1389	4425	4964	5408	5435	5360	4432	6284	5303	8051	6855	5339	7101
YDR024W	chrIV	491017	491502	+	486	53	33	1	3	33	34	9	4	16	22	5	6
YDR025W	chrIV;chrIV	491515;491899	491559;492324	+;+	471	4404	5055	2987	2791	5746	5280	3435	2751	11118	8044	2950	3858
YDR026C	chrIV	492556	494268	-	1713	1818	1902	791	783	1435	1473	1077	985	1730	1572	908	1320
YDR027C	chrIV	494649	497318	-	2670	1156	1105	1090	1087	792	733	1503	1162	914	935	1265	1636
YDR028C	chrIV	497835	500879	-	3045	4301	4428	4094	4098	3436	2858	5140	4266	4684	3832	4408	6058
YDR029W	chrIV	501100	501414	+	315	203	231	213	207	181	131	237	210	175	214	241	274
YDR030C	chrIV	501753	503273	-	1521	297	336	285	263	259	231	408	308	262	260	300	464
YDR031W	chrIV	503498	503863	+	366	217	214	292	246	219	192	421	318	276	267	322	448
YDR032C	chrIV	504099	504695	-	597	6886	7569	3914	3695	3739	3589	5182	4056	4142	3261	4133	5995
YDR033W	chrIV	508147	509109	+	963	1878	2086	2242	2241	9723	10804	3318	2608	16755	14750	2443	3615
YDR034C	chrIV	509737	512109	-	2373	960	1103	514	552	1558	1346	746	578	1500	1584	576	855
YDR034C-D	chrIV	514043	519356	-	5314	484	316	229	273	110	85	311	257	168	135	294	377
YDR034C-C	chrIV	518040	519356	-	1317	0	0	0	0	0	0	0	0	0	0	0	0
tL(UAA)D	chrIV	519743	519826	+	84	2	1	2	0	0	1	1	0	2	4	0	1
YDR034C-A	chrIV	520516	520692	-	177	1	4	0	1	3	1	3	1	0	1	2	2
tQ(UUG)D1	chrIV	520972	521043	+	72	2	4	0	0	2	0	0	0	0	0	0	0
YDR034W-B	chrIV	521314	521469	+	156	603	603	275	219	438	398	316	229	568	430	245	340
YDR035W	chrIV	521816	522928	+	1113	6033	6768	5783	5611	11050	10577	7538	6100	6529	5974	6484	8683
YDR036C	chrIV	523211	524713	-	1503	745	752	1183	1027	514	535	1508	1093	670	601	1284	1683
YDR037W	chrIV	525440	527215	+	1776	8811	9641	12708	12535	13238	10886	13116	11618	15648	12259	12146	15273
YDR038C	chrIV	527422	530697	-	3276	282	274	109	98	236	193	165	114	259	203	141	172
YDR039C	chrIV	531307	534582	-	3276	138	139	40	44	77	91	77	57	125	96	33	66
YDR040C	chrIV	535192	538467	-	3276	510	482	184	166	331	263	211	184	348	241	182	228
YDR041W	chrIV	539803	540414	+	612	825	904	865	887	856	752	1279	1009	947	859	1048	1381
YDR042C	chrIV	540601	541203	-	603	40	35	28	19	32	18	35	15	25	19	28	36
snR47	chrIV	541602	541700	-	99	32	28	22	24	24	28	10	19	13	20	22	6
YDR043C	chrIV	542674	543369	-	696	1303	1288	532	572	608	541	773	555	685	605	670	978
YDR044W	chrIV	546642	547628	+	987	618	675	1769	1660	407	467	2305	1799	642	514	2106	2809
YDR045C	chrIV	547978	548310	-	333	255	297	328	344	273	233	538	373	447	418	403	559
YDR046C	chrIV	548762	550576	-	1815	2865	2935	1514	1398	4127	3666	2086	1658	5304	5044	1742	2282
YDR047W	chrIV	551860	552948	+	1089	1536	1638	2080	2075	1720	1636	2737	2179	2162	2019	2361	3005
YDR048C	chrIV	553084	553398	-	315	2	4	1	1	1	0	5	2	0	1	1	6
YDR049W	chrIV	553254	555152	+	1899	1230	1351	1127	1062	1181	1026	1439	1176	1307	1273	1234	1634
YDR050C	chrIV	555726	556472	-	747	34873	38722	42977	40766	27800	27173	53303	40036	51300	37608	41715	58489
YDR051C	chrIV	557056	558060	-	1005	708	780	882	895	639	585	1120	935	745	683	1079	1441
YDR052C	chrIV	558511	560625	-	2115	1846	2055	906	1009	1254	1030	1228	1082	1801	1657	1110	1461
YDR053W	chrIV	560249	560644	+	396	38	42	14	9	27	32	19	25	42	48	22	29
YDR054C	chrIV	561440	562327	-	888	2837	3145	3250	3108	2530	2338	4436	3480	3149	2939	3826	5048
YDR055W	chrIV	563527	564861	+	1335	6359	7168	6609	6393	9206	9485	8843	6605	12076	9375	7293	10757
YDR056C	chrIV	565023	565640	-	618	902	1029	1617	1522	997	870	2207	1668	1273	1072	1837	2384
YDR057W	chrIV	565927	567555	+	1629	588	615	531	526	576	522	710	607	647	536	597	845
YDR058C	chrIV	567723	568703	-	981	264	274	166	162	276	246	235	189	280	257	199	278
tR(UCU)D	chrIV	568882	568953	+	72	0	0	0	0	0	0	0	0	0	0	0	0
tD(GUC)D	chrIV	568964	569035	+	72	8	12	1	0	9	5	0	0	3	6	0	0
YDR059C	chrIV;chrIV	569234;569724	569633;569770	-;-	447	836	930	438	483	601	518	646	492	609	460	530	740
YDR060W	chrIV	570649	573726	+	3078	2383	2464	4170	4511	3923	2771	5174	4224	6774	5705	4424	5439
YDR061W	chrIV	574164	575783	+	1620	1219	1194	970	903	1052	886	1259	1004	1223	1130	1111	1469
YDR062W	chrIV	576474	578159	+	1686	4016	4155	2731	2700	3323	2751	2890	2609	4896	4097	2603	3450
YDR063W	chrIV	578663	579112	+	450	411	464	493	490	339	358	702	536	454	341	582	776
YDR064W	chrIV;chrIV	579458;580018	579478;580452	+;+	456	5910	7016	4134	3760	8328	7235	4137	3718	13542	11180	3698	4287
YDR065W	chrIV	580687	581784	+	1098	251	270	112	100	223	190	158	121	212	236	121	161
YDR066C	chrIV	581908	582498	-	591	124	129	92	81	116	83	111	83	132	89	82	138
YDR067C	chrIV	582791	583465	-	675	331	399	270	288	287	245	414	301	320	270	319	454
YDR068W	chrIV	583713	584645	+	933	1649	1806	1264	1239	1259	1129	1524	1271	1410	1260	1303	1721
YDR069C	chrIV	584939	587719	-	2781	480	555	472	440	454	365	673	580	440	453	589	827
YDR070C	chrIV	588098	588379	-	282	270	305	169	145	151	149	223	157	146	114	205	253
YDR071C	chrIV	588827	589402	-	576	1399	1436	2724	2755	1409	1208	3670	2739	1790	1604	2976	3933
YDR072C	chrIV	589761	591344	-	1584	2846	2865	720	727	3022	2898	1078	803	3910	3229	846	1255
YDR073W	chrIV	592439	592948	+	510	669	713	555	495	514	510	645	508	500	520	609	764
YDR074W	chrIV	593893	596583	+	2691	3690	3571	2805	2627	3572	3294	3874	2933	3394	3137	3244	4418
YDR075W	chrIV	597156	598082	+	927	350	357	229	239	399	370	320	248	534	457	247	332
YDR076W	chrIV	598468	599688	+	1221	280	269	132	132	265	201	203	158	230	224	159	233
YDR077W	chrIV	600793	601809	+	1017	121392	132157	58157	52052	173098	159267	74283	59526	210347	161147	68761	91684
YDR078C	chrIV	602198	602869	-	672	104	109	66	46	88	67	90	68	67	70	71	107
YDR079W	chrIV	603064	603399	+	336	182	214	230	268	205	170	382	271	285	221	289	377
YDR079C-A	chrIV	603593	603811	-	219	171	152	97	96	140	107	81	80	186	99	75	99
YDR080W	chrIV	604008	606986	+	2979	987	1026	913	967	555	491	1090	1021	808	674	1007	1352
YDR081C	chrIV	607304	610081	-	2778	810	870	879	956	822	689	1305	1060	1007	877	1009	1434
YDR082W	chrIV	610441	611925	+	1485	270	330	277	319	279	224	495	368	272	264	357	550
YDR083W	chrIV	612073	613251	+	1179	719	825	1398	1431	1277	1177	1922	1486	1982	1863	1644	2030
YDR084C	chrIV	613405	614004	-	600	596	650	713	652	575	579	1013	743	686	583	787	1015
YDR085C	chrIV	614288	616150	-	1863	1701	1907	1909	1891	1373	1266	2836	2144	1618	1372	2499	3527
YDR086C	chrIV	616928	617170	-	243	2809	3088	2760	2808	2396	2051	3628	2931	3501	3066	3205	3888
YDR087C	chrIV	617470	618306	-	837	611	745	1416	1391	1045	856	1770	1412	1389	1211	1517	2007
YDR088C	chrIV	618497	619645	-	1149	995	1088	624	665	1064	997	1024	821	1143	1059	890	1199
tR(ACG)D	chrIV	619969	620041	-	73	6	5	0	0	5	6	0	1	7	5	0	1
YDR089W	chrIV	622112	624721	+	2610	750	749	182	190	367	343	295	201	363	363	229	301
YDR090C	chrIV	625066	625998	-	933	581	597	510	473	407	390	719	571	523	438	555	853
YDR091C	chrIV	626708	628534	-	1827	1561	1570	1329	1353	2349	1802	1876	1461	3294	3201	1482	2069
YDR092W	chrIV;chrIV	629876;630174	629905;630605	+;+	462	879	884	1002	918	588	631	1155	886	676	487	982	1318
YDR093W	chrIV	631282	636120	+	4839	1996	2116	1534	1503	1552	1421	1978	1677	2009	1830	1792	2414
YDR094W	chrIV	635840	636175	+	336	0	1	0	0	0	0	0	0	0	0	0	0
YDR095C	chrIV	636117	636527	-	411	18	19	3	2	7	11	4	5	9	13	1	3
YDR096W	chrIV	637139	639823	+	2685	1086	1085	706	660	689	613	1012	832	783	735	896	1193
YDR097C	chrIV	640109	643837	-	3729	2238	2404	1866	1750	1269	1033	2194	1840	1582	1499	1915	2451
YDR098C	chrIV	644178	644930	-	753	1958	2009	2663	2632	1565	1366	3223	2758	1900	1738	2844	3901
tQ(UUG)D2	chrIV	645153	645224	-	72	0	2	1	1	0	0	0	0	1	0	2	1
YDR098C-B	chrIV	645858	651126	-	5269	6	61	18	18	14	5	16	8	6	5	11	24
YDR098C-A	chrIV	649804	651126	-	1323	0	0	0	0	0	0	0	0	0	0	0	0
YDR099W	chrIV	653607	654428	+	822	4566	4481	5028	4740	3245	2771	6747	5164	4116	3339	5332	7523
YDR100W	chrIV	655013	655444	+	432	388	442	405	373	297	293	572	433	335	351	453	613
YDR101C	chrIV	655686	657467	-	1782	844	949	2382	2311	1750	1403	3090	2428	2904	2556	2516	3410
YDR102C	chrIV	657648	657980	-	333	22	28	24	26	18	9	33	28	10	18	25	20
YDR103W	chrIV	658350	661103	+	2754	852	880	873	898	806	699	1347	1056	937	889	1093	1542
YDR104C	chrIV	661173	664910	-	3738	781	837	571	627	508	486	811	645	548	530	709	888
YDR105C	chrIV	665349	666770	-	1422	773	810	546	529	617	622	724	564	645	656	592	727
YDR106W	chrIV	667004	667858	+	855	36	39	39	39	23	25	54	46	30	24	46	55
tI(AAU)D	chrIV	668007	668080	-	74	1	0	0	0	1	2	1	0	2	0	0	0
YDR107C	chrIV	669016	671034	-	2019	682	708	497	520	605	475	546	520	648	565	492	669
YDR108W	chrIV	671269	673365	+	2097	333	339	451	426	288	248	555	410	374	304	470	632
YDR109C	chrIV	673520	675667	-	2148	798	852	512	507	747	650	683	611	776	752	617	800
YDR110W	chrIV	676102	677802	+	1701	802	882	440	460	908	724	626	494	1088	954	491	603
YDR111C	chrIV	678241	679764	-	1524	867	874	113	122	413	394	171	143	455	436	150	187
YDR112W	chrIV	679544	679852	+	309	31	26	3	12	35	40	8	11	52	46	12	9
YDR113C	chrIV	680496	681617	-	1122	887	946	579	565	491	439	726	586	645	612	627	830
YDR114C	chrIV	681924	682226	-	303	5	7	4	6	1	3	8	7	0	5	4	9
YDR115W	chrIV	682175	682492	+	318	269	339	239	271	250	227	389	308	345	292	296	436
YDR116C	chrIV	682724	683581	-	858	665	655	851	783	747	700	1092	888	1358	1203	914	1280
YDR117C	chrIV	683946	685643	-	1698	895	843	600	583	768	689	826	672	874	818	673	973
YDR118W	chrIV	685882	687840	+	1959	275	310	194	214	206	196	309	245	254	278	235	319
YDR118W-A	chrIV	687768	687884	+	117	3	9	2	4	3	4	4	5	8	1	7	2
YDR119W	chrIV	688227	690533	+	2307	1432	1338	777	744	1318	1244	1173	871	1729	1629	816	1226
YDR119W-A	chrIV	691014	691214	+	201	88	78	144	129	58	83	186	124	72	83	177	235
YDR120C	chrIV	691549	693261	-	1713	1276	1385	1317	1487	2464	2208	1987	1658	3116	2857	1591	2176
YDR121W	chrIV	693585	694175	+	591	556	619	893	986	580	535	1089	864	680	606	998	1228
YDR122W	chrIV	694700	697894	+	3195	3342	3291	2145	2082	1947	1506	2759	2409	2142	1818	2422	3130
YDR123C	chrIV	698554	699468	-	915	355	444	324	306	538	458	468	375	801	732	439	572
YDR124W	chrIV	700315	701289	+	975	173	170	111	95	111	153	155	108	157	172	162	171
YDR125C	chrIV	701397	702758	-	1362	126	111	131	109	116	95	181	114	131	104	153	229
YDR126W	chrIV	703234	704244	+	1011	214	260	301	260	238	203	373	287	210	168	314	414
YDR127W	chrIV	704484	709250	+	4767	6165	6671	2177	1983	8293	6543	2466	2170	6856	5679	2031	2740
YDR128W	chrIV	709549	712995	+	3447	1443	1465	1305	1262	1187	1041	1749	1396	1489	1262	1393	1915
YDR129C	chrIV;chrIV	713340;715359	715247;715379	-;-	1929	5893	5825	7274	6709	5329	4484	8959	7230	7363	6034	8076	11242
YDR130C	chrIV	715747	716622	-	876	262	267	221	224	221	205	313	234	292	284	249	339
YDR131C	chrIV	716790	718460	-	1671	248	241	278	277	197	166	363	264	192	174	280	431
YDR132C	chrIV	718816	720303	-	1488	151	151	198	187	149	101	267	229	143	155	224	326
YDR133C	chrIV	720962	721297	-	336	1418	1495	2357	2442	1156	1466	4019	2963	1152	874	3351	4934
YDR135C	chrIV	723004	727551	-	4548	6300	6520	2237	2130	3749	3004	2748	2308	4284	3651	2332	3058
YDR136C	chrIV	727711	728283	-	573	8	7	4	3	5	7	6	5	3	7	4	2
YDR137W	chrIV	728259	730250	+	1992	632	650	487	491	509	363	706	559	552	516	572	781
YDR138W	chrIV	730578	732836	+	2259	701	737	644	714	588	528	954	743	719	732	801	1093
YDR139C	chrIV;chrIV	733618;733776	733702;733924	-;-	234	547	569	799	769	459	423	887	668	615	504	648	865
YDR140W	chrIV	734138	734803	+	666	349	377	464	413	309	240	618	460	332	306	465	696
YDR141C	chrIV	734901	739997	-	5097	1137	1088	866	849	1060	822	1084	961	1210	1048	838	1199
YDR142C	chrIV	740473	741600	-	1128	432	395	310	327	374	331	465	335	435	370	425	593
YDR143C	chrIV	742042	743874	-	1833	1152	1236	878	812	986	896	1201	988	1362	1184	993	1422
YDR144C	chrIV	744311	746101	-	1791	889	993	772	791	764	597	947	855	1187	970	820	1138
YDR145W	chrIV	746738	748357	+	1620	2547	2701	3704	3608	1934	1692	4703	3751	2614	2124	4248	5816
YDR146C	chrIV	748613	750742	-	2130	626	779	588	626	1558	1736	883	680	2594	2574	730	969
YDR147W	chrIV	751631	753235	+	1605	449	509	269	259	449	392	366	287	564	543	243	424
YDR148C	chrIV	753675	755066	-	1392	2566	2630	2929	2836	2226	2014	3608	2827	3785	3028	3047	4180
YDR149C	chrIV	755555	756262	-	708	6	6	0	0	3	2	2	4	1	2	5	3
YDR150W	chrIV	755628	763874	+	8247	2061	2245	2139	2129	1745	1346	2782	2181	2678	2264	2265	2764
YDR151C	chrIV	764178	765155	-	978	883	995	1174	1104	793	761	1540	1189	823	744	1343	1811
YDR152W	chrIV	765706	766503	+	798	1109	1206	2652	2404	1449	1286	3200	2466	1684	1338	2606	3426
YDR153C	chrIV	766736	767971	-	1236	1759	1885	1484	1475	2002	1947	2062	1614	2216	2005	1902	2540
YDR154C	chrIV	768403	768753	-	351	97	89	181	194	119	108	288	165	99	99	235	323
YDR155C	chrIV	768512	769000	-	489	13464	14861	29953	25890	11602	12237	31441	26412	13483	10827	29979	35007
YDR156W	chrIV	769525	769938	+	414	708	922	1033	935	1337	1277	1490	1185	1320	1070	1422	1973
YDR157W	chrIV	769931	770332	+	402	26	27	14	19	20	27	11	18	32	28	17	14
YDR158W	chrIV	770357	771454	+	1098	4375	5039	4865	4452	9152	8050	5373	4494	6805	5489	4299	5916
YDR159W	chrIV	771877	775782	+	3906	1386	1442	941	985	1111	980	1291	1083	1587	1422	988	1446
YDR160W	chrIV	776163	778721	+	2559	682	628	655	670	558	541	996	878	708	654	857	1143
YDR161W	chrIV	779043	780206	+	1164	716	853	1756	1596	1154	960	2330	1887	1415	1286	1899	2605
YDR162C	chrIV	780390	781100	-	711	875	907	1191	1210	691	674	1562	1211	849	686	1422	1742
YDR163W	chrIV	781423	781950	+	528	1241	1355	1419	1270	1172	1326	1640	1348	1251	1215	1542	1832
YDR164C	chrIV	782041	784215	-	2175	1121	1223	555	560	1077	886	735	597	1166	1081	622	849
YDR165W	chrIV	784871	786205	+	1335	536	628	1029	1033	958	702	1547	1162	1379	1196	1243	1638
YDR166C	chrIV	786306	789221	-	2916	779	772	848	899	634	555	1193	859	666	688	917	1275
YDR167W	chrIV	789449	790069	+	621	1129	1235	1701	1600	1288	1150	2143	1754	1525	1394	1990	2468
YDR168W	chrIV	790328	791848	+	1521	2092	2273	3066	3123	1309	1083	3501	2705	1709	1456	2966	3900
YDR169C	chrIV	792348	793889	-	1542	1410	1452	1480	1506	1123	1075	2298	1848	1549	1376	2089	2794
YDR169C-A	chrIV	794574	794723	-	150	26	29	9	11	18	15	27	16	14	15	12	19
YDR170C	chrIV	796193	802222	-	6030	5987	5937	4193	4026	4895	3739	3596	3642	6785	5637	3782	4190
tQ(UUG)D3	chrIV	802731	802802	-	72	1	0	0	1	1	0	0	1	1	0	0	1
YDR170W-A	chrIV	803195	804517	+	1323	311	345	271	249	204	203	246	255	228	191	250	305
YDR171W	chrIV	806621	807748	+	1128	6298	7052	19966	19305	6727	6823	22372	18527	5978	5446	21931	29570
YDR172W	chrIV	808324	810381	+	2058	5690	6042	4851	4807	6683	5587	5937	5164	10055	8750	5271	7034
YDR173C	chrIV	810565	811632	-	1068	480	526	255	255	422	391	326	252	350	367	268	389
YDR174W	chrIV	812110	812850	+	741	3714	4014	2336	2332	3544	3415	2720	2308	3906	3303	2423	3086
YDR175C	chrIV	813193	814152	-	960	967	1048	1055	1000	1249	1073	1455	1151	1463	1467	1300	1645
YDR176W	chrIV	814452	816560	+	2109	2125	2221	1966	2021	2170	1971	2711	2173	2121	2091	2351	3166
YDR177W	chrIV	816878	817525	+	648	1799	1876	954	906	1855	1791	1317	1111	2267	2078	1110	1508
YDR178W	chrIV	817950	818495	+	546	1526	1569	1521	1388	1542	1410	1897	1481	2020	1823	1639	2255
YDR179C	chrIV	818708	819196	-	489	146	160	105	118	210	161	155	143	168	195	118	161
YDR179W-A	chrIV	819433	820824	+	1392	172	193	156	157	204	145	214	136	198	188	150	202
YDR180W	chrIV	821295	825776	+	4482	536	465	591	600	395	292	882	632	543	478	616	898
YDR181C	chrIV	825910	827355	-	1446	797	911	815	797	679	609	1175	929	859	770	1001	1367
YDR182W	chrIV	827582	829057	+	1476	1363	1465	1117	1076	1020	875	1454	1176	1178	1163	1297	1768
YDR182W-A	chrIV	829151	829354	+	204	23	24	15	13	11	12	23	18	16	15	18	23
YDR183W	chrIV	829585	830277	+	693	277	306	347	358	200	200	494	385	232	226	439	585
YDR183C-A	chrIV	830397	830654	-	258	9	16	5	13	25	9	15	17	26	21	9	17
YDR184C	chrIV	830629	831513	-	885	377	492	645	682	722	603	934	729	1005	934	739	976
YDR185C	chrIV	831934	832473	-	540	222	225	82	61	201	209	104	76	276	201	99	108
YDR186C	chrIV	832859	835492	-	2634	1889	1966	2746	2666	1808	1551	3998	3188	2030	1782	3023	4271
YDR187C	chrIV	836228	836746	-	519	42	69	25	23	62	46	24	24	32	30	26	30
YDR188W	chrIV	836421	838061	+	1641	5638	5992	4920	4693	5453	4811	6326	5373	7155	5736	5405	7082
YDR189W	chrIV	838392	840392	+	2001	1595	1699	1400	1379	1268	1054	1704	1426	1701	1473	1511	1971
YDR190C	chrIV	840604	841995	-	1392	2431	2716	3064	2974	2774	2383	3514	3218	3918	3651	3381	4311
YDR191W	chrIV	842337	843449	+	1113	242	243	258	222	294	267	283	251	337	358	283	403
YDR192C	chrIV	843569	844861	-	1293	214	229	396	368	200	201	516	408	280	234	443	625
YDR193W	chrIV	844554	844952	+	399	1	1	3	1	3	5	1	0	2	2	2	3
YDR194C	chrIV	845952	847946	-	1995	1996	2160	3046	3349	2214	1831	4787	3574	3462	3246	3856	5425
YDR194W-A	chrIV	848071	848223	+	153	3	1	0	4	0	3	0	2	4	0	1	2
YDR195W	chrIV	848599	850200	+	1602	736	747	470	489	622	543	640	533	695	664	540	744
YDR196C	chrIV	850274	850999	-	726	831	906	468	426	729	644	627	562	824	770	572	772
YDR197W	chrIV	851228	852397	+	1170	271	250	254	307	256	217	379	348	370	374	336	473
YDR198C	chrIV	852533	853972	-	1440	329	311	300	275	314	283	423	335	440	353	288	449
YDR199W	chrIV	854175	854540	+	366	9	4	2	1	5	4	1	6	11	12	4	6
YDR200C	chrIV	854279	856093	-	1815	1401	1558	612	543	991	856	803	630	1294	1046	683	903
YDR201W	chrIV	856317	856814	+	498	249	274	270	252	206	181	320	286	261	296	304	391
YDR202C	chrIV	856898	857953	-	1056	239	262	455	460	247	239	615	450	266	244	502	782
YDR203W	chrIV	857682	857999	+	318	0	1	1	0	2	0	0	0	0	0	0	0
YDR204W	chrIV	858137	859144	+	1008	1015	1025	483	442	580	557	632	509	705	586	526	745
YDR205W	chrIV	859346	861520	+	2175	469	565	275	282	486	404	461	357	548	464	367	469
YDR206W	chrIV	862054	864708	+	2655	1173	1189	1088	1009	1132	1021	1540	1252	1525	1292	1106	1572
YDR207C	chrIV	865012	867522	-	2511	882	949	863	880	704	548	1145	911	1315	945	984	1367
YDR208W	chrIV	868224	870563	+	2340	1318	1432	1640	1455	1407	1227	2204	1791	1714	1664	1915	2556
YDR209C	chrIV	871036	871449	-	414	180	190	459	464	222	199	866	686	270	234	681	906
YDR210W	chrIV	871074	871301	+	228	0	0	0	0	0	0	0	0	0	0	0	0
YDR210W-B	chrIV	872112	877425	+	5314	69	179	171	147	43	31	156	162	103	78	129	129
YDR210W-A	chrIV	872112	873428	+	1317	0	0	0	0	0	0	0	0	0	0	0	0
YDR210C-D	chrIV	878659	883927	-	5269	157	216	268	262	80	70	238	242	132	94	196	272
YDR210C-C	chrIV	882605	883927	-	1323	0	0	0	0	0	0	0	0	0	0	0	0
